"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"FP.CPI.TOTL","Consumer price index (2010 = 100)","Index of the prices of consumption goods and services, as compared to a certain reference period (2010=100).","International Financial Statistics database, International Monetary Fund (IMF)",
